OBSTRC_FCTR_CN,ALL_TOTAL_CO,MALE_RATE,FEMALE_RATE,ALL_N10S_RATE,ALL_N20S_RATE,ALL_N30S_RATE,ALL_N40S_RATE,ALL_N50S_RATE,REPRT_YEAR_CN,EXAMIN_COUNTRY_NM,CNTNTS_URL
"품질이 떨어져서","10","10.90000","9.80000","13.30000","10.60000","10.80000","4.20000","5.00000","2023","영국","뷰티"
"한국과 자국의 정치/외교적 관계로 인해서","8","10.90000","7.10000","2.20000","14.90000","6.50000","4.20000","5.00000","2023","영국","뷰티"
"브랜드 이미지가 좋지 않아서","8","10.90000","6.00000","4.40000","8.50000","6.50000","4.20000","20.00000","2023","영국","뷰티"
"한방 성분(인삼 등)이 기호에 맞지 않아서","7","7.60000","6.50000","13.30000","6.40000","4.30000","4.20000","10.00000","2023","영국","뷰티"
"제품 패키지의 디자인이 별로여서","6","9.80000","4.30000","2.20000","6.40000","8.60000","8.30000","0.00000","2023","영국","뷰티"
"기타","0","0.00000","0.50000","0.00000","0.00000","1.10000","0.00000","0.00000","2023","영국","뷰티"
"없음","21","14.10000","25.00000","31.10000","13.80000","21.50000","25.00000","30.00000","2023","영국","뷰티"
"가성비가 좋지 않아서","13","10.70000","15.40000","15.00000","13.40000","14.60000","12.70000","6.90000","2023","영국","음식"
"식사 도구의 사용이 어려워서","12","12.30000","10.90000","11.70000","12.60000","13.90000","4.80000","11.10000","2023","영국","음식"
"반찬이 많아 식사하기 번거로워서","11","12.60000","8.60000","10.80000","10.20000","10.20000","11.10000","11.10000","2023","영국","음식"
"제공하는 음식이 다양하지 않아서","10","12.60000","7.50000","11.70000","11.80000","10.20000","6.30000","6.90000","2023","영국","음식"
"좋아하는 맛과 향이 아니어서","10","8.70000","10.90000","6.70000","10.20000","11.70000","12.70000","8.30000","2023","영국","음식"
"한국과 자국의 정치/외교적 관계로 인해서","4","5.50000","2.60000","3.30000","7.90000","2.90000","1.60000","2.80000","2023","영국","음식"
"식당/직원의 위생 및 청결 상태가 좋지 않아서","4","1.60000","5.60000","1.70000","7.10000","2.20000","4.80000","2.80000","2023","영국","음식"
"직원들이 불친절해서","4","4.00000","3.40000","1.70000","4.70000","5.80000","1.60000","2.80000","2023","영국","음식"
"상차림/플레이팅/식당의 분위기가 마음에 들지 않아서","4","2.80000","4.10000","1.70000","5.50000","3.60000","1.60000","4.20000","2023","영국","음식"
"기타","1","1.60000","0.80000","1.70000","0.00000","0.70000","1.60000","2.80000","2023","영국","음식"
"없음","29","27.70000","30.10000","34.20000","16.50000","24.10000","41.30000","40.30000","2023","영국","음식"
"한국어가 어렵고 생소해서","12","13.10000","11.00000","17.40000","14.60000","5.70000","13.00000","4.80000","2023","프랑스","TV 드라마"
"한국 배우 외 인터내셔널한 캐스팅이 없어서","10","12.00000","7.80000","9.80000","8.50000","10.20000","13.00000","9.50000","2023","프랑스","TV 드라마"
"번역 자막 또는 더빙을 통해 시청하는 것이 불편해서","9","6.90000","12.30000","9.80000","9.80000","9.10000","13.00000","0.00000","2023","프랑스","TV 드라마"
"배우들의 연기가 어색해서","9","10.30000","8.40000","8.70000","8.50000","9.10000","13.00000","9.50000","2023","프랑스","TV 드라마"
"전체적인 에피소드 편수가 적어서","9","13.10000","4.50000","9.80000","7.30000","8.00000","10.90000","14.30000","2023","프랑스","TV 드라마"
"같은 배우들이 다른 작품에 반복적으로 출연해서","8","6.90000","9.10000","6.50000","7.30000","10.20000","8.70000","4.80000","2023","프랑스","TV 드라마"
"한국적인 색채가 너무 강해서","7","6.90000","7.80000","7.60000","6.10000","9.10000","2.20000","14.30000","2023","프랑스","TV 드라마"
"소재, 장르 등이 진부하고 획일적이어서","6","8.00000","3.20000","6.50000","8.50000","5.70000","2.20000","0.00000","2023","프랑스","TV 드라마"
"드라마를 보는데 비용이 많이 들어서","5","4.60000","5.80000","5.40000","6.10000","5.70000","2.20000","4.80000","2023","프랑스","TV 드라마"
"한 회당 방영 시간이 길어서","5","4.00000","6.50000","1.10000","7.30000","8.00000","6.50000","0.00000","2023","프랑스","TV 드라마"
"한국과 자국의 정치/외교적 관계로 인해서","4","2.90000","4.50000","0.00000","7.30000","3.40000","4.30000","4.80000","2023","프랑스","TV 드라마"
"기타","1","1.10000","1.30000","1.10000","0.00000","2.30000","0.00000","4.80000","2023","프랑스","TV 드라마"
"없음","14","10.30000","17.50000","16.30000","8.50000","13.60000","10.90000","28.60000","2023","프랑스","TV 드라마"
"한국식 웃음 유발 코드가 맞지 않아서","12","11.70000","12.80000","10.50000","14.90000","10.20000","17.60000","5.60000","2023","프랑스","예능"
"한국어가 어렵고 생소해서","10","9.70000","9.30000","10.50000","9.00000","14.30000","0.00000","5.60000","2023","프랑스","예능"
"일부 콘텐츠를 제외하면 오래가는 콘텐츠가 적어서","10","9.70000","9.30000","13.20000","10.40000","6.10000","5.90000","11.10000","2023","프랑스","예능"
"방송용 자막이 너무 많아서","9","10.70000","7.00000","13.20000","10.40000","6.10000","5.90000","5.60000","2023","프랑스","예능"
"한국적인 색채가 너무 강해서","9","6.80000","11.60000","7.90000","6.00000","8.20000","11.80000","22.20000","2023","프랑스","예능"
"번역 자막 또는 더빙을 통해 시청하는 것이 불편해서","9","11.70000","4.70000","10.50000","7.50000","8.20000","5.90000","11.10000","2023","프랑스","예능"
"게스트들의 토크에 의존하는 포맷이 많아서","7","8.70000","5.80000","5.30000","4.50000","10.20000","17.60000","5.60000","2023","프랑스","예능"
"짜임새 있는 포맷이 아니고 즉흥적이어서","6","8.70000","2.30000","5.30000","3.00000","8.20000","5.90000","11.10000","2023","프랑스","예능"
"한국과 자국의 정치/외교적 관계로 인해서","6","3.90000","8.10000","2.60000","9.00000","6.10000","0.00000","5.60000","2023","프랑스","예능"
"나오는 사람들이 반복적으로 돌아가면서 출연해서","5","4.90000","5.80000","0.00000","10.40000","2.00000","5.90000","5.60000","2023","프랑스","예능"
"매력 있는 스타가 출연하지 않아서","5","3.90000","5.80000","7.90000","4.50000","6.10000","0.00000","0.00000","2023","프랑스","예능"
"기타","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2023","프랑스","예능"
"없음","13","9.70000","17.40000","13.20000","10.40000","14.30000","23.50000","11.10000","2023","프랑스","예능"
"한국어가 어렵고 생소해서","13","15.40000","9.70000","9.10000","11.20000","10.70000","15.70000","22.40000","2023","프랑스","영화"
"번역 자막 또는 더빙을 통해 시청하는 것이 불편해서","12","14.00000","10.20000","6.50000","12.20000","9.70000","20.00000","16.30000","2023","프랑스","영화"
"언어와 문화가 달라 내용을 이해하기 어려워서","11","10.90000","11.40000","10.40000","14.30000","12.60000","8.60000","6.10000","2023","프랑스","영화"
"영화를 보는데 비용이 많이 들어서","8","6.30000","10.20000","9.10000","8.20000","9.70000","5.70000","6.10000","2023","프랑스","영화"
"배우의 외모가 이질적이라서","7","7.70000","6.30000","9.10000","7.10000","10.70000","1.40000","4.10000","2023","프랑스","영화"
"소재, 스토리, 장르 등이 진부하고 획일적이어서","7","6.30000","8.00000","11.70000","7.10000","7.80000","2.90000","4.10000","2023","프랑스","영화"
"한국과 자국의 정치/외교적 관계로 인해서","7","5.90000","7.40000","5.20000","7.10000","4.90000","10.00000","6.10000","2023","프랑스","영화"
"스토리의 짜임새가 떨어져서","6","8.10000","4.00000","6.50000","8.20000","5.80000","7.10000","2.00000","2023","프랑스","영화"
"작품성이나 예술적 가치가 떨어진다고 생각해서","5","5.40000","4.50000","2.60000","10.20000","3.90000","2.90000","4.10000","2023","프랑스","영화"
"한국 영화 배우 및 관계자의 부적절한 언행으로 인해서","2","1.80000","2.30000","3.90000","0.00000","4.90000","0.00000","0.00000","2023","프랑스","영화"
"기타","1","0.90000","1.10000","1.30000","2.00000","1.00000","0.00000","0.00000","2023","프랑스","영화"
"없음","21","17.20000","25.00000","24.70000","12.20000","18.40000","25.70000","28.60000","2023","프랑스","영화"
"음악의 장르가 획일적이어서","20","20.00000","19.20000","19.20000","22.30000","17.20000","18.90000","19.40000","2023","프랑스","음악"
"한국어 가사가 어렵고 생소해서","18","14.00000","21.00000","19.20000","17.40000","20.20000","5.70000","22.20000","2023","프랑스","음악"
"대중적이지 않아서","13","14.00000","12.30000","15.20000","13.20000","12.10000","11.30000","11.10000","2023","프랑스","음악"
"예술적 가치가 떨어진다고 생각해서","11","11.20000","10.50000","8.00000","9.90000","9.10000","15.10000","22.20000","2023","프랑스","음악"
"한국 가수의 외모가 이질적이라서","6","5.60000","5.50000","4.00000","6.60000","6.10000","9.40000","0.00000","2023","프랑스","음악"
"한국 가수/관계자의 부적절한 언행으로 인해서","5","7.00000","3.70000","5.60000","6.60000","7.10000","1.90000","0.00000","2023","프랑스","음악"
"한국 음악을 듣는 것에 대한 주위 반응이 좋지 않아서","5","7.00000","3.20000","5.60000","2.50000","6.10000","9.40000","2.80000","2023","프랑스","음악"
"자국 문화 보호 차원에서","4","4.20000","2.70000","4.00000","4.10000","3.00000","1.90000","2.80000","2023","프랑스","음악"
"한국과 자국의 정치/외교적 관계로 인해서","3","2.80000","2.70000","0.00000","4.10000","5.10000","3.80000","0.00000","2023","프랑스","음악"
"자국 사회/도덕적 가치에 반하는 내용을 담고 있어서","3","2.30000","3.20000","2.40000","3.30000","3.00000","3.80000","0.00000","2023","프랑스","음악"
"기타","1","0.90000","0.50000","0.80000","0.00000","1.00000","0.00000","2.80000","2023","프랑스","음악"
"없음","13","11.20000","15.50000","16.00000","9.90000","10.10000","18.90000","16.70000","2023","프랑스","음악"
"한국어가 어렵고 생소해서","16","15.30000","17.20000","19.20000","12.00000","19.70000","16.70000","8.70000","2023","프랑스","애니메이션"
"번역 자막 또는 더빙을 통해 시청하는 것이 불편해서","11","11.30000","11.20000","9.00000","9.30000","10.60000","11.90000","26.10000","2023","프랑스","애니메이션"
"지나치게 상업적이어서","10","13.30000","6.70000","12.80000","12.00000","12.10000","2.40000","4.30000","2023","프랑스","애니메이션"
"자국 문화 정서와 맞지 않는 코드들이 있어서","8","8.70000","7.50000","6.40000","10.70000","9.10000","4.80000","8.70000","2023","프랑스","애니메이션"
"자국 애니메이션에 비해 특별한 점이 없어서","7","6.70000","8.20000","5.10000","10.70000","6.10000","7.10000","8.70000","2023","프랑스","애니메이션"
"한국적인 색채가 너무 강해서","7","9.30000","5.20000","10.30000","5.30000","6.10000","9.50000","4.30000","2023","프랑스","애니메이션"
"한국과 자국의 정치/외교적 관계로 인해서","7","6.00000","8.20000","3.80000","10.70000","6.10000","7.10000","8.70000","2023","프랑스","애니메이션"
"교육적이지 않아서","6","6.00000","6.00000","2.60000","6.70000","9.10000","9.50000","0.00000","2023","프랑스","애니메이션"
"캐릭터가 마음에 들지 않아서","6","6.70000","4.50000","6.40000","2.70000","6.10000","2.40000","17.40000","2023","프랑스","애니메이션"
"스토리, 소재, 장르 등이 진부하고 획일적이어서","5","5.30000","3.70000","6.40000","2.70000","4.50000","4.80000","4.30000","2023","프랑스","애니메이션"
"기타","16","11.30000","21.60000","17.90000","17.30000","10.60000","23.80000","8.70000","2023","프랑스","애니메이션"
"없음","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2023","프랑스","애니메이션"
"자국 언어로의 번역이 미흡해서","15","13.90000","16.30000","22.00000","13.40000","17.20000","10.30000","0.00000","2023","프랑스","출판물"
"한국적인 색채가 너무 강해서","15","19.10000","9.60000","14.00000","11.90000","15.50000","27.60000","0.00000","2023","프랑스","출판물"
"이용하는데 비용이 많이 들어서","14","12.20000","15.40000","14.00000","7.50000","13.80000","13.80000","40.00000","2023","프랑스","출판물"
"언어와 문화가 달라 내용을 이해하기 어려워서","11","11.30000","11.50000","10.00000","14.90000","6.90000","3.40000","33.30000","2023","프랑스","출판물"
"소재, 장르 등이 진부하고 획일적이어서","9","10.40000","7.70000","8.00000","11.90000","8.60000","6.90000","6.70000","2023","프랑스","출판물"
"스토리가 마음에 들지 않아서","7","7.80000","6.70000","10.00000","6.00000","6.90000","6.90000","6.70000","2023","프랑스","출판물"
"한국과 자국의 정치/외교적 관계로 인해서","6","5.20000","7.70000","6.00000","9.00000","3.40000","10.30000","0.00000","2023","프랑스","출판물"
"내용이 선정적이고 폭력적이어서","6","3.50000","7.70000","4.00000","7.50000","6.90000","3.40000","0.00000","2023","프랑스","출판물"
"캐릭터가 마음에 들지 않아서","5","5.20000","3.80000","4.00000","6.00000","6.90000","0.00000","0.00000","2023","프랑스","출판물"
"기타","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2023","프랑스","출판물"
"없음","12","11.30000","13.50000","8.00000","11.90000","13.80000","17.20000","13.30000","2023","프랑스","출판물"
"이용하는데 비용이 많이 들어서","12","11.90000","12.30000","10.30000","10.90000","13.30000","13.60000","20.00000","2023","프랑스","웹툰"
"자국 언어로의 번역이 미흡해서","10","6.80000","14.80000","8.60000","12.50000","8.90000","9.10000","10.00000","2023","프랑스","웹툰"
"내용이 선정적이고 폭력적이어서","9","6.80000","12.30000","6.90000","12.50000","8.90000","9.10000","0.00000","2023","프랑스","웹툰"
"한국적인 색채가 너무 강해서","9","9.30000","7.40000","8.60000","9.40000","6.70000","4.50000","20.00000","2023","프랑스","웹툰"
"언어와 문화가 달라 내용을 이해하기 어려워서","8","10.20000","4.90000","13.80000","4.70000","4.40000","13.60000","0.00000","2023","프랑스","웹툰"
"사용자 환경이 불편해서","8","9.30000","6.20000","6.90000","7.80000","6.70000","13.60000","10.00000","2023","프랑스","웹툰"
"소재, 장르 등이 진부하고 획일적이어서","6","5.90000","6.20000","5.20000","7.80000","6.70000","0.00000","10.00000","2023","프랑스","웹툰"
"한국과 자국의 정치/외교적 관계로 인해서","6","5.90000","6.20000","3.40000","9.40000","4.40000","4.50000","10.00000","2023","프랑스","웹툰"
"스토리가 마음에 들지 않아서","6","7.60000","2.50000","6.90000","3.10000","6.70000","9.10000","0.00000","2023","프랑스","웹툰"
"그림체가 마음에 들지 않아서","5","6.80000","2.50000","5.20000","3.10000","11.10000","0.00000","0.00000","2023","프랑스","웹툰"
"캐릭터가 마음에 들지 않아서","3","4.20000","1.20000","5.20000","1.60000","2.20000","4.50000","0.00000","2023","프랑스","웹툰"
"기타","1","0.80000","0.00000","0.00000","0.00000","0.00000","4.50000","0.00000","2023","프랑스","웹툰"
"없음","18","14.40000","23.50000","19.00000","17.20000","20.00000","13.60000","20.00000","2023","프랑스","웹툰"
"이용하는데 비용이 많이 들어서","14","12.50000","15.10000","13.30000","10.30000","13.30000","17.00000","20.00000","2023","프랑스","게임"
"한국적인 색채가 너무 강해서","9","7.90000","10.30000","8.20000","10.30000","7.80000","10.60000","6.70000","2023","프랑스","게임"
"높은 디바이스 사양이 필요해서","8","6.00000","11.00000","11.20000","9.30000","6.70000","2.10000","6.70000","2023","프랑스","게임"
"게임 서비스 운영이 잘 이루어지지 않아서","8","7.90000","8.20000","6.10000","12.40000","8.90000","4.30000","3.30000","2023","프랑스","게임"
"사용자 환경이 불편해서","7","8.80000","4.10000","5.10000","11.30000","3.30000","6.40000","10.00000","2023","프랑스","게임"
"게임 스토리의 짜임새가 부족해서","7","9.30000","2.70000","6.10000","7.20000","6.70000","6.40000","6.70000","2023","프랑스","게임"
"자국 문화 정서와 맞지 않는 부분이 있어서","7","6.00000","7.50000","10.20000","5.20000","8.90000","2.10000","0.00000","2023","프랑스","게임"
"스토리, 소재, 장르 등이 진부하고 획일적이어서","6","6.50000","4.80000","7.10000","4.10000","6.70000","8.50000","0.00000","2023","프랑스","게임"
"게임 캐릭터의 매력이 부족하고 정체성이 모호해서","6","6.50000","4.10000","5.10000","3.10000","7.80000","8.50000","3.30000","2023","프랑스","게임"
"게임이 선정적이고 폭력적이어서","6","6.00000","4.80000","3.10000","5.20000","3.30000","8.50000","16.70000","2023","프랑스","게임"
"그래픽의 독창성이 부족하고 어디서 본 듯해서","5","4.60000","4.80000","5.10000","6.20000","4.40000","2.10000","3.30000","2023","프랑스","게임"
"한국과 자국의 정치/외교적 관계로 인해서","5","4.60000","4.80000","4.10000","7.20000","3.30000","6.40000","0.00000","2023","프랑스","게임"
"기타","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2023","프랑스","게임"
"없음","15","13.40000","17.80000","15.30000","8.20000","18.90000","17.00000","23.30000","2023","프랑스","게임"
"사이즈가 다양하지 않아서","22","15.60000","25.90000","15.60000","22.70000","21.40000","26.90000","24.10000","2023","프랑스","패션"
"제품 종류 및 스타일이 다양하지 않아서","12","13.50000","11.10000","4.40000","16.00000","12.50000","7.70000","17.20000","2023","프랑스","패션"
"품질 대비 가격이 비싸서","11","10.40000","11.90000","13.30000","13.30000","8.90000","11.50000","6.90000","2023","프랑스","패션"
"브랜드 이미지가 좋지 않아서","10","12.50000","7.40000","11.10000","5.30000","12.50000","11.50000","10.30000","2023","프랑스","패션"
"품질이 떨어져서","9","9.40000","8.90000","8.90000","9.30000","10.70000","11.50000","3.40000","2023","프랑스","패션"
"한국과 자국의 정치/외교적 관계로 인해서","9","11.50000","6.70000","6.70000","12.00000","3.60000","11.50000","10.30000","2023","프랑스","패션"
"디자인이 별로여서","8","6.30000","8.90000","8.90000","12.00000","3.60000","7.70000","3.40000","2023","프랑스","패션"
"기타","1","2.10000","0.00000","2.20000","0.00000","0.00000","0.00000","3.40000","2023","프랑스","패션"
"없음","19","18.80000","19.30000","28.90000","9.30000","26.80000","11.50000","20.70000","2023","프랑스","패션"
"제품의 홍보가 지나치게 과장된 것 같아서","13","11.50000","14.20000","13.00000","14.60000","13.50000","12.50000","9.10000","2023","프랑스","뷰티"
"품질이 떨어져서","11","10.30000","11.20000","6.50000","12.20000","16.20000","6.30000","4.50000","2023","프랑스","뷰티"
"제품의 종류가 다양하지 않아서","10","13.80000","8.30000","8.70000","8.50000","8.10000","15.60000","18.20000","2023","프랑스","뷰티"
"제품 패키지의 디자인이 별로여서","10","11.50000","8.90000","10.90000","12.20000","9.50000","3.10000","9.10000","2023","프랑스","뷰티"
"브랜드 이미지가 좋지 않아서","9","10.30000","7.70000","13.00000","9.80000","5.40000","6.30000","9.10000","2023","프랑스","뷰티"
"한국과 자국의 정치/외교적 관계로 인해서","9","8.00000","8.90000","2.20000","12.20000","8.10000","15.60000","0.00000","2023","프랑스","뷰티"
"품질 대비 가격이 비싸서","8","13.80000","5.30000","8.70000","9.80000","8.10000","3.10000","9.10000","2023","프랑스","뷰티"
"한방 성분(인삼 등)이 기호에 맞지 않아서","7","5.70000","7.70000","13.00000","4.90000","4.10000","9.40000","9.10000","2023","프랑스","뷰티"
"기타","2","2.30000","2.40000","4.30000","0.00000","2.70000","3.10000","4.50000","2023","프랑스","뷰티"
"없음","21","12.60000","25.40000","19.60000","15.90000","24.30000","25.00000","27.30000","2023","프랑스","뷰티"
"식사 도구의 사용이 어려워서","20","18.90000","20.40000","18.30000","27.70000","19.80000","10.50000","16.00000","2023","프랑스","음식"
"반찬이 많아 식사하기 번거로워서","9","10.70000","7.40000","8.60000","8.40000","10.80000","10.50000","6.00000","2023","프랑스","음식"
"제공하는 음식이 다양하지 않아서","8","8.60000","6.90000","9.70000","10.10000","8.10000","3.90000","4.00000","2023","프랑스","음식"
"가성비가 좋지 않아서","8","7.70000","7.40000","7.50000","10.90000","7.20000","5.30000","4.00000","2023","프랑스","음식"
"한국과 자국의 정치/외교적 관계로 인해서","7","9.00000","5.60000","8.60000","5.00000","10.80000","6.60000","4.00000","2023","프랑스","음식"
"식당/직원의 위생 및 청결 상태가 좋지 않아서","5","4.30000","5.60000","6.50000","5.90000","3.60000","5.30000","2.00000","2023","프랑스","음식"
"좋아하는 맛과 향이 아니어서","5","3.00000","6.50000","4.30000","4.20000","5.40000","7.90000","0.00000","2023","프랑스","음식"
"상차림/플레이팅/식당의 분위기가 마음에 들지 않아서","3","4.70000","1.90000","1.10000","6.70000","0.90000","3.90000","4.00000","2023","프랑스","음식"
"직원들이 불친절해서","3","3.90000","1.40000","2.20000","2.50000","4.50000","1.30000","2.00000","2023","프랑스","음식"
"기타","2","2.60000","2.30000","3.20000","2.50000","0.00000","3.90000","4.00000","2023","프랑스","음식"
"없음","31","26.60000","34.70000","30.10000","16.00000","28.80000","40.80000","54.00000","2023","프랑스","음식"
"번역 자막 또는 더빙을 통해 시청하는 것이 불편해서","23","20.10000","26.80000","20.50000","24.80000","26.40000","23.90000","16.10000","2023","이탈리아","TV 드라마"
"한국어가 어렵고 생소해서","15","17.60000","11.80000","16.50000","10.10000","15.50000","14.90000","25.80000","2023","이탈리아","TV 드라마"
"한국 배우 외 인터내셔널한 캐스팅이 없어서","11","13.10000","7.70000","12.60000","10.90000","8.20000","9.00000","12.90000","2023","이탈리아","TV 드라마"
"소재, 스토리, 장르 등이 진부하고 획일적이어서","6","4.90000","6.40000","9.40000","3.10000","6.40000","3.00000","3.20000","2023","이탈리아","TV 드라마"
"한 회당 방영 시간이 길어서","6","4.10000","7.30000","3.10000","7.80000","5.50000","4.50000","9.70000","2023","이탈리아","TV 드라마"
"한국적인 색채가 너무 강해서","5","4.50000","6.40000","4.70000","5.40000","4.50000","9.00000","3.20000","2023","이탈리아","TV 드라마"
"배우들의 연기가 어색해서","5","5.30000","5.50000","4.70000","7.80000","4.50000","6.00000","0.00000","2023","이탈리아","TV 드라마"
"전체적인 에피소드 편수가 적어서","5","7.40000","2.30000","3.90000","4.70000","6.40000","3.00000","9.70000","2023","이탈리아","TV 드라마"
"같은 배우들이 다른 작품에 반복적으로 출연해서","4","5.30000","3.20000","5.50000","3.90000","4.50000","4.50000","0.00000","2023","이탈리아","TV 드라마"
"드라마를 보는데 비용이 많이 들어서","3","2.90000","2.30000","2.40000","2.30000","1.80000","4.50000","3.20000","2023","이탈리아","TV 드라마"
"한국과 자국의 정치/외교적 관계로 인해서","3","3.30000","1.80000","3.10000","2.30000","0.00000","4.50000","6.50000","2023","이탈리아","TV 드라마"
"기타","1","0.00000","1.40000","0.80000","0.80000","0.90000","0.00000","0.00000","2023","이탈리아","TV 드라마"
"없음","14","11.50000","17.30000","12.60000","16.30000","15.50000","13.40000","9.70000","2023","이탈리아","TV 드라마"
"번역 자막 또는 더빙을 통해 시청하는 것이 불편해서","16","14.90000","17.30000","20.00000","18.50000","14.30000","6.70000","28.60000","2023","이탈리아","예능"
"한국어가 어렵고 생소해서","13","16.00000","9.60000","15.00000","7.70000","12.50000","20.00000","14.30000","2023","이탈리아","예능"
"한국식 웃음 유발 코드가 맞지 않아서","11","8.50000","12.50000","12.50000","20.00000","3.60000","0.00000","14.30000","2023","이탈리아","예능"
"방송용 자막이 너무 많아서","8","6.40000","8.70000","5.00000","6.20000","8.90000","13.30000","0.00000","2023","이탈리아","예능"
"짜임새 있는 포맷이 아니고 즉흥적이어서","8","8.50000","6.70000","5.00000","9.20000","8.90000","3.30000","14.30000","2023","이탈리아","예능"
"게스트들의 토크에 의존하는 포맷이 많아서","8","4.30000","10.60000","7.50000","7.70000","7.10000","10.00000","0.00000","2023","이탈리아","예능"
"일부 콘텐츠를 제외하면 오래가는 콘텐츠가 적어서","7","9.60000","3.80000","2.50000","9.20000","10.70000","0.00000","0.00000","2023","이탈리아","예능"
"한국적인 색채가 너무 강해서","7","8.50000","4.80000","2.50000","3.10000","12.50000","10.00000","0.00000","2023","이탈리아","예능"
"나오는 사람들이 반복적으로 돌아가면서 출연해서","3","4.30000","1.90000","5.00000","3.10000","0.00000","3.30000","14.30000","2023","이탈리아","예능"
"매력 있는 스타가 출연하지 않아서","3","3.20000","2.90000","5.00000","3.10000","3.60000","0.00000","0.00000","2023","이탈리아","예능"
"한국과 자국의 정치/외교적 관계로 인해서","3","4.30000","1.90000","0.00000","1.50000","3.60000","6.70000","14.30000","2023","이탈리아","예능"
"기타","2","0.00000","2.90000","2.50000","1.50000","1.80000","0.00000","0.00000","2023","이탈리아","예능"
"없음","14","11.70000","16.30000","17.50000","9.20000","12.50000","26.70000","0.00000","2023","이탈리아","예능"
"번역 자막 또는 더빙을 통해 시청하는 것이 불편해서","22","17.40000","26.30000","28.40000","15.50000","16.70000","21.30000","34.90000","2023","이탈리아","영화"
"한국어가 어렵고 생소해서","15","17.90000","12.10000","20.50000","16.50000","13.00000","15.00000","7.00000","2023","이탈리아","영화"
"언어와 문화가 달라 내용을 이해하기 어려워서","10","10.10000","10.60000","6.80000","12.40000","12.00000","7.50000","14.00000","2023","이탈리아","영화"
"배우의 외모가 이질적이라서","9","9.20000","8.10000","5.70000","7.20000","10.20000","11.30000","9.30000","2023","이탈리아","영화"
"소재, 스토리, 장르 등이 진부하고 획일적이어서","7","7.80000","6.10000","8.00000","8.20000","7.40000","3.80000","7.00000","2023","이탈리아","영화"
"작품성이나 예술적 가치가 떨어진다고 생각해서","5","5.00000","5.60000","3.40000","6.20000","6.50000","5.00000","4.70000","2023","이탈리아","영화"
"스토리의 짜임새가 떨어져서","4","6.40000","2.00000","1.10000","5.20000","5.60000","6.30000","2.30000","2023","이탈리아","영화"
"영화를 보는데 비용이 많이 들어서","4","3.20000","5.10000","3.40000","7.20000","3.70000","3.80000","0.00000","2023","이탈리아","영화"
"한국과 자국의 정치/외교적 관계로 인해서","4","4.10000","3.50000","4.50000","3.10000","4.60000","5.00000","0.00000","2023","이탈리아","영화"
"한국 영화 배우 및 관계자의 부적절한 언행으로 인해서","3","3.20000","3.00000","4.50000","3.10000","1.90000","3.80000","2.30000","2023","이탈리아","영화"
"기타","1","0.90000","0.50000","2.30000","0.00000","0.90000","0.00000","0.00000","2023","이탈리아","영화"
"없음","16","14.70000","17.20000","11.40000","15.50000","17.60000","17.50000","18.60000","2023","이탈리아","영화"
"한국어 가사가 어렵고 생소해서","23","19.30000","26.80000","24.80000","23.40000","24.40000","22.00000","5.60000","2023","이탈리아","음악"
"음악의 장르가 획일적이어서","14","16.60000","10.40000","11.90000","15.30000","7.80000","18.00000","27.80000","2023","이탈리아","음악"
"예술적 가치가 떨어진다고 생각해서","10","11.80000","8.70000","5.90000","10.80000","12.20000","12.00000","16.70000","2023","이탈리아","음악"
"한국 음악을 듣는 것에 대한 주위 반응이 좋지 않아서","10","10.70000","8.70000","13.90000","9.90000","10.00000","2.00000","5.60000","2023","이탈리아","음악"
"대중적이지 않아서","7","8.60000","5.50000","4.00000","5.40000","10.00000","12.00000","5.60000","2023","이탈리아","음악"
"자국 문화 보호 차원에서","6","4.80000","7.10000","6.90000","3.60000","3.30000","12.00000","11.10000","2023","이탈리아","음악"
"한국 가수의 외모가 이질적이라서","6","7.00000","4.90000","5.90000","7.20000","7.80000","2.00000","0.00000","2023","이탈리아","음악"
"자국 사회/도덕적 가치에 반하는 내용을 담고 있어서","4","3.20000","3.80000","4.00000","5.40000","3.30000","0.00000","0.00000","2023","이탈리아","음악"
"한국 가수/관계자의 부적절한 언행으로 인해서","3","3.70000","2.20000","2.00000","0.00000","3.30000","8.00000","11.10000","2023","이탈리아","음악"
"한국과 자국의 정치/외교적 관계로 인해서","2","2.70000","2.20000","3.00000","3.60000","1.10000","2.00000","0.00000","2023","이탈리아","음악"
"기타","1","0.50000","0.50000","0.00000","1.80000","0.00000","0.00000","0.00000","2023","이탈리아","음악"
"없음","15","11.20000","19.10000","17.80000","13.50000","16.70000","10.00000","16.70000","2023","이탈리아","음악"
"한국어가 어렵고 생소해서","19","21.50000","15.80000","19.60000","10.60000","21.70000","26.60000","20.00000","2023","이탈리아","애니메이션"
"번역 자막 또는 더빙을 통해 시청하는 것이 불편해서","16","14.40000","17.70000","17.50000","16.00000","12.00000","17.20000","20.00000","2023","이탈리아","애니메이션"
"한국적인 색채가 너무 강해서","8","10.50000","4.40000","9.30000","6.40000","6.50000","10.90000","5.00000","2023","이탈리아","애니메이션"
